job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
7183,3755,360,332,iphone,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,18:21:00,02-02-2021 00:00,18:25:00,02-02-2021 00:00,20:01:00,15.942846,cash,286.9948,15,02-02-2021
7184,260,102,106,clientlite,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,08:52:00,23-02-2021 00:00,08:55:00,23-02-2021 00:00,10:09:00,20.625214,cash,153.35431,14,23-02-2021
7185,4812,,,iphone,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,06:13:00,,,,,0,cash,405.52155,,28-02-2021
7186,2356,192,493,android,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,10:24:00,11-02-2021 00:00,10:25:00,11-02-2021 00:00,11:11:00,19.878922,cash,0,15,11-02-2021
7187,4323,374,295,iphone,TRUE,MICROSCHEDULING,completed,23-02-2021 00:00,08:39:00,23-02-2021 00:00,09:12:00,23-02-2021 00:00,10:08:00,18.036848,cash,351.7663,15,23-02-2021
7188,5028,468,35,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,16:20:00,08-02-2021 00:00,16:27:00,08-02-2021 00:00,16:59:00,6.0990515,cash,0,14,08-02-2021
7189,1924,132,409,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,08:24:00,14-02-2021 00:00,08:24:00,14-02-2021 00:00,09:04:00,17.708992,cash,0,15,14-02-2021
7190,4227,166,252,android,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,07:19:00,01-02-2021 00:00,07:21:00,01-02-2021 00:00,07:47:00,11.016735,cash,115.79267,14,01-02-2021
7191,1054,510,262,iphone,FALSE,MICROSCHEDULING,rider_canceled,25-02-2021 00:00,17:09:00,,,,,0,cash,204.41054,15,25-02-2021
7192,2476,,,iphone,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,15:38:00,,,,,0,cash,,,02-02-2021
7193,687,267,12,iphone,FALSE,PRESCHEDULING,completed,22-02-2021 00:00,10:19:00,22-02-2021 00:00,10:23:00,22-02-2021 00:00,11:15:00,11.422417,cash,1459.2076,14,22-02-2021
7194,1831,267,12,clientlite,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,16:57:00,15-02-2021 00:00,17:25:00,15-02-2021 00:00,18:09:00,6.564939,cash,53.956852,14,15-02-2021
7195,2602,321,59,iphone,FALSE,MICROSCHEDULING,completed,22-02-2021 00:00,06:57:00,22-02-2021 00:00,07:02:00,22-02-2021 00:00,07:29:00,14.835356,MasterCard,412.2797,14,22-02-2021
7196,2258,153,312,clientlite,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,17:56:00,11-02-2021 00:00,18:23:00,11-02-2021 00:00,18:51:00,10.475789,cash,698.59216,15,11-02-2021
7197,5074,213,422,android,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,18:02:00,15-02-2021 00:00,18:15:00,15-02-2021 00:00,19:23:00,13.306721,cash,0,14,15-02-2021
7198,3464,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,15:22:00,,,,,0,cash,,,01-02-2021
7199,2255,349,43,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,09:42:00,14-02-2021 00:00,09:46:00,14-02-2021 00:00,10:06:00,4.494962,cash,136.97835,14,14-02-2021
7200,2202,139,275,clientlite,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,08:33:00,09-02-2021 00:00,08:37:00,09-02-2021 00:00,09:39:00,29.661694,MasterCard,1013.6953,15,09-02-2021
7201,4829,107,427,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,06:52:00,16-02-2021 00:00,06:52:00,16-02-2021 00:00,07:50:00,24.079535,cash,1019.167,14,16-02-2021
7202,812,510,262,clientlite,FALSE,PRESCHEDULING,driver_canceled,11-02-2021 00:00,17:12:00,,,,,0,cash,512.85333,15,11-02-2021
7203,5646,512,527,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,06:50:00,14-02-2021 00:00,06:53:00,14-02-2021 00:00,07:27:00,14.544336,cash,656.2938,11,14-02-2021
7204,3851,255,125,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,17:41:00,16-02-2021 00:00,17:38:00,16-02-2021 00:00,18:07:00,16.435284,MasterCard,333.96356,15,16-02-2021
7205,2218,500,111,iphone,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,16:59:00,25-02-2021 00:00,17:39:00,25-02-2021 00:00,18:17:00,7.853272,MasterCard,556.0584,14,25-02-2021
7206,5701,159,261,android,FALSE,PRESCHEDULING,rider_canceled,21-02-2021 00:00,06:42:00,,,,,0,MasterCard,0,15,21-02-2021
7207,5576,352,375,android,FALSE,MICROSCHEDULING,completed,28-02-2021 00:00,17:26:00,28-02-2021 00:00,17:34:00,28-02-2021 00:00,18:49:00,33.639557,stored_value,22.607843,14,28-02-2021
7208,1989,510,262,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,17:30:00,23-02-2021 00:00,17:28:00,23-02-2021 00:00,18:40:00,19.711845,cash,340.88602,15,23-02-2021
7209,622,,,iphone,FALSE,MICROSCHEDULING,rider_canceled,15-02-2021 00:00,17:53:00,,,,,0,cash,540.62476,,15-02-2021
7210,1690,58,485,iphone,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,18:03:00,22-02-2021 00:00,18:08:00,22-02-2021 00:00,19:17:00,17.971289,cash,573.62646,15,22-02-2021
7211,884,171,191,iphone,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,09:44:00,18-02-2021 00:00,09:43:00,18-02-2021 00:00,10:29:00,20.04279,cash,242.67116,14,18-02-2021
7212,5278,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,19:08:00,,,,,0,cash,,,03-02-2021
7213,1190,469,404,android,FALSE,MICROSCHEDULING,rider_canceled,08-02-2021 00:00,08:14:00,,,,,0,cash,78.73396,14,08-02-2021
7214,1089,146,288,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,09:23:00,08-02-2021 00:00,09:21:00,08-02-2021 00:00,09:57:00,10.63022,cash,52.41253,15,08-02-2021
7215,3884,,,android,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,21:11:00,,,,,0,cash,,,14-02-2021
7216,4012,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,09:48:00,,,,,0,cash,328.13254,,02-02-2021
7217,1430,,,android,FALSE,PRESCHEDULING,rider_canceled,13-02-2021 00:00,22:34:00,,,,,0,cash,,,13-02-2021
7218,757,255,125,clientlite,TRUE,MICROSCHEDULING,completed,10-02-2021 00:00,06:20:00,10-02-2021 00:00,06:42:00,10-02-2021 00:00,07:30:00,34.58104,cash,601.637,15,10-02-2021
7219,1048,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,13:43:00,,,,,0,MasterCard,,,27-02-2021
7220,85,491,354,android,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,09:10:00,,,,,0,cash,28.614368,14,16-02-2021
7221,5892,,,android,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,07:23:00,,,,,0,Visa,,,04-02-2021
7222,5243,,,iphone,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,00:48:00,,,,,0,cash,,,16-02-2021
7223,5405,63,144,clientlite,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,07:50:00,07-02-2021 00:00,07:56:00,07-02-2021 00:00,08:13:00,4.5282183,cash,123.70299,14,07-02-2021
7224,3808,303,457,iphone,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,08:26:00,16-02-2021 00:00,08:51:00,16-02-2021 00:00,09:04:00,4.842528,cash,453.30072,15,16-02-2021
7225,3929,228,33,unknown,FALSE,PRESCHEDULING,driver_canceled,21-02-2021 00:00,15:54:00,,,,,0,derivative,0,14,21-02-2021
7226,4560,227,433,iphone,TRUE,MICROSCHEDULING,completed,17-02-2021 00:00,08:20:00,17-02-2021 00:00,08:41:00,17-02-2021 00:00,09:16:00,12.549146,cash,429.20798,15,17-02-2021
7227,2801,53,478,android,FALSE,MICROSCHEDULING,rider_canceled,15-02-2021 00:00,09:35:00,15-02-2021 00:00,09:46:00,,,0.06860182,cash,497.0854,15,15-02-2021
7228,5877,,,iphone,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,07:36:00,,,,,0,Visa,,,02-02-2021
7229,1499,118,247,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,07:49:00,10-02-2021 00:00,07:51:00,10-02-2021 00:00,09:00:00,28.684431,cash,927.1499,15,10-02-2021
7230,1553,48,509,iphone,FALSE,MICROSCHEDULING,rider_canceled,16-02-2021 00:00,16:00:00,,,,,0,cash,289.20947,15,16-02-2021
7231,2016,451,299,iphone,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,16:30:00,02-02-2021 00:00,17:08:00,02-02-2021 00:00,18:42:00,31.49882,cash,0,14,02-02-2021
7232,206,463,359,android,FALSE,PRESCHEDULING,driver_canceled,07-02-2021 00:00,09:04:00,,,,,0,cash,2123.991,15,07-02-2021
7233,2085,16,315,clientlite,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,16:33:00,22-02-2021 00:00,17:12:00,22-02-2021 00:00,18:23:00,15.50553,cash,483.00638,15,22-02-2021
7234,4037,233,471,clientlite,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,15:40:00,22-02-2021 00:00,16:09:00,22-02-2021 00:00,17:34:00,32.600178,cash,0,15,22-02-2021
7235,5582,181,291,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,17:15:00,09-02-2021 00:00,17:07:00,09-02-2021 00:00,18:18:00,22.093262,cash,403.63235,15,09-02-2021
7236,315,191,449,android,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,08:48:00,14-02-2021 00:00,08:58:00,14-02-2021 00:00,09:29:00,8.785871,cash,0,14,14-02-2021
7237,658,441,154,iphone,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,17:54:00,09-02-2021 00:00,17:55:00,09-02-2021 00:00,19:30:00,29.818209,cash,215.62956,15,09-02-2021
7238,4562,458,121,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,08:55:00,03-02-2021 00:00,08:55:00,03-02-2021 00:00,09:20:00,16.648476,cash,94.00953,15,03-02-2021
7239,5894,338,388,iphone,TRUE,MICROSCHEDULING,completed,04-02-2021 00:00,07:35:00,04-02-2021 00:00,07:52:00,04-02-2021 00:00,08:38:00,23.289139,Visa,608.3634,15,04-02-2021
7240,996,26,356,unknown,FALSE,PRESCHEDULING,driver_canceled,24-02-2021 00:00,07:21:00,,,,,0,derivative,0,14,24-02-2021
7241,5567,445,398,iphone,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,15:20:00,,,,,0,MasterCard,0,15,02-02-2021
7242,5627,172,211,iphone,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,17:19:00,01-02-2021 00:00,17:28:00,,,0.28865603,cash,0,15,01-02-2021
7243,1679,32,303,iphone,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,09:25:00,24-02-2021 00:00,09:23:00,24-02-2021 00:00,10:23:00,15.801633,Visa,252.34161,14,24-02-2021
7244,3082,446,10,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,17:09:00,25-02-2021 00:00,17:09:00,25-02-2021 00:00,18:44:00,41.557407,MasterCard,148.02328,15,25-02-2021
7245,4288,,,iphone,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,20:45:00,,,,,0,MasterCard,,,15-02-2021
7246,2114,253,65,android,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,16:55:00,10-02-2021 00:00,17:23:00,,,0.7999315,Visa,616.11664,14,10-02-2021
7247,3992,62,410,iphone,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,17:27:00,08-02-2021 00:00,17:37:00,08-02-2021 00:00,18:59:00,15.073657,cash,136.79663,15,08-02-2021
7248,4446,277,338,clientlite,TRUE,MICROSCHEDULING,completed,11-02-2021 00:00,18:50:00,11-02-2021 00:00,18:58:00,11-02-2021 00:00,19:50:00,18.589245,cash,224.42632,15,11-02-2021
7249,4267,184,390,android,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,18:40:00,10-02-2021 00:00,19:18:00,,,2.1700974,cash,2154.311,14,10-02-2021
7250,4395,72,179,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,08:32:00,08-02-2021 00:00,08:36:00,08-02-2021 00:00,09:20:00,9.960592,cash,552.4309,14,08-02-2021
7251,4664,112,266,iphone,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,06:18:00,25-02-2021 00:00,06:19:00,25-02-2021 00:00,07:04:00,34.565014,cash,86.532555,14,25-02-2021
7252,1213,,,iphone,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,02:21:00,,,,,0,cash,,,10-02-2021
7253,1293,437,74,android,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,14:39:00,,,,,0,Visa,2749.3003,15,07-02-2021
7254,4548,341,205,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,07:57:00,25-02-2021 00:00,07:59:00,25-02-2021 00:00,08:40:00,15.021108,Visa,28.614368,15,25-02-2021
7255,3740,159,273,android,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,16:30:00,14-02-2021 00:00,16:49:00,14-02-2021 00:00,17:55:00,15.47528,Visa,322.69498,15,14-02-2021
7256,2318,265,501,iphone,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,08:11:00,04-02-2021 00:00,08:16:00,04-02-2021 00:00,09:15:00,18.79176,cash,85.576035,15,04-02-2021
7257,2187,474,157,iphone,FALSE,MICROSCHEDULING,rider_canceled,03-02-2021 00:00,17:05:00,,,,,0,cash,2337.387,15,03-02-2021
7258,2707,5,137,iphone,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,16:39:00,15-02-2021 00:00,16:42:00,15-02-2021 00:00,17:01:00,6.7285223,cash,0,15,15-02-2021
7259,3555,374,295,clientlite,FALSE,MICROSCHEDULING,completed,07-02-2021 00:00,08:36:00,07-02-2021 00:00,08:57:00,07-02-2021 00:00,09:53:00,14.529392,cash,924.42896,15,07-02-2021
7260,3934,22,201,android,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,08:17:00,24-02-2021 00:00,08:21:00,24-02-2021 00:00,09:02:00,17.707714,MasterCard,886.9363,15,24-02-2021
7261,1295,42,429,iphone,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,08:17:00,,,,,0,MasterCard,2457.7578,15,04-02-2021
7262,4826,102,106,clientlite,TRUE,MICROSCHEDULING,completed,21-02-2021 00:00,17:23:00,21-02-2021 00:00,18:10:00,21-02-2021 00:00,19:28:00,30.41967,cash,381.42172,14,21-02-2021
7263,1870,215,248,android,FALSE,MICROSCHEDULING,completed,10-02-2021 00:00,17:19:00,10-02-2021 00:00,17:46:00,10-02-2021 00:00,18:27:00,11.603036,cash,248.52045,15,10-02-2021
7264,4609,161,60,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,18:15:00,08-02-2021 00:00,18:21:00,08-02-2021 00:00,20:06:00,38.889183,cash,271.89926,15,08-02-2021
7265,5357,509,313,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,18:09:00,08-02-2021 00:00,18:17:00,08-02-2021 00:00,19:38:00,45.71222,cash,120.92543,14,08-02-2021
7266,4167,300,309,android,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,07:34:00,08-02-2021 00:00,07:38:00,08-02-2021 00:00,08:33:00,21.889225,cash,29.39956,14,08-02-2021
7267,629,,,android,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,07:15:00,,,,,0,cash,,,22-02-2021
7268,2294,485,114,android,FALSE,MICROSCHEDULING,rider_canceled,09-02-2021 00:00,18:45:00,,,,,0,cash,68.72947,14,09-02-2021
7269,4439,295,64,iphone,FALSE,MICROSCHEDULING,completed,08-02-2021 00:00,08:50:00,08-02-2021 00:00,09:08:00,08-02-2021 00:00,10:07:00,17.396801,cash,215.86253,14,08-02-2021
7270,5563,239,412,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,17:52:00,15-02-2021 00:00,17:55:00,15-02-2021 00:00,18:21:00,16.71035,cash,121.645935,14,15-02-2021
7271,749,109,140,iphone,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,08:23:00,23-02-2021 00:00,08:27:00,23-02-2021 00:00,09:00:00,19.894909,cash,425.86395,15,23-02-2021
7272,1883,350,257,android,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,07:45:00,24-02-2021 00:00,07:47:00,24-02-2021 00:00,09:03:00,36.10467,cash,91.21261,15,24-02-2021
7273,1664,279,236,iphone,FALSE,MICROSCHEDULING,rider_canceled,24-02-2021 00:00,17:28:00,,,,,0,cash,377.30798,14,24-02-2021
7274,5520,344,186,iphone,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,16:44:00,01-02-2021 00:00,16:59:00,01-02-2021 00:00,18:17:00,13.21726,cash,192.48346,15,01-02-2021
7275,5872,474,157,clientlite,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,17:43:00,25-02-2021 00:00,17:45:00,25-02-2021 00:00,18:41:00,14.379376,cash,248.99168,15,25-02-2021
7276,5496,212,500,iphone,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,16:37:00,23-02-2021 00:00,16:35:00,23-02-2021 00:00,18:18:00,27.284346,Visa,197.68411,14,23-02-2021
7277,1065,307,161,iphone,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,16:19:00,,,,,0,cash,820.2499,15,03-02-2021
7278,4346,270,226,iphone,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,17:14:00,07-02-2021 00:00,17:24:00,07-02-2021 00:00,17:46:00,7.6714926,cash,417.02612,14,07-02-2021
7279,2692,393,126,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,06:44:00,03-02-2021 00:00,07:00:00,03-02-2021 00:00,07:32:00,10.684549,cash,2533.2659,15,03-02-2021
7280,2531,502,85,iphone,FALSE,MICROSCHEDULING,completed,16-02-2021 00:00,17:42:00,16-02-2021 00:00,17:51:00,16-02-2021 00:00,19:19:00,26.049513,cash,165.02484,15,16-02-2021
7281,4246,155,484,clientlite,TRUE,MICROSCHEDULING,completed,02-02-2021 00:00,19:28:00,02-02-2021 00:00,20:02:00,02-02-2021 00:00,20:29:00,10.53863,cash,17.692991,15,02-02-2021
7282,1648,,,iphone,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,14:18:00,,,,,0,cash,,,28-02-2021
7283,309,23,432,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,07:11:00,09-02-2021 00:00,07:12:00,09-02-2021 00:00,08:29:00,19.588219,cash,252.33675,15,09-02-2021
7284,3090,,,iphone,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,13:25:00,,,,,0,cash,,,17-02-2021
7285,4239,435,317,android,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,16:24:00,01-02-2021 00:00,16:18:00,01-02-2021 00:00,16:35:00,6.2773876,cash,377.85138,15,01-02-2021
7286,2843,135,39,android,FALSE,MICROSCHEDULING,driver_canceled,02-02-2021 00:00,18:25:00,,,,,0,cash,315.07913,15,02-02-2021
7287,4662,,,android,FALSE,PRESCHEDULING,rider_canceled,11-02-2021 00:00,04:35:00,,,,,0,MasterCard,,,11-02-2021
7288,5938,,,iphone,FALSE,PRESCHEDULING,unfulfilled,22-02-2021 00:00,07:53:00,,,,,0,cash,1599.3815,,22-02-2021
7289,4472,269,35,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,07:21:00,16-02-2021 00:00,07:30:00,16-02-2021 00:00,08:07:00,14.9571905,cash,203.33138,14,16-02-2021
7290,2799,404,61,iphone,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,07:43:00,04-02-2021 00:00,07:45:00,04-02-2021 00:00,08:48:00,26.014673,cash,476.51712,14,04-02-2021
7291,5508,406,255,clientlite,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,18:19:00,,,,,0,cash,181.78188,14,22-02-2021
7292,2322,,,iphone,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,15:31:00,,,,,0,cash,,,17-02-2021
7293,2905,283,38,clientlite,TRUE,MICROSCHEDULING,completed,28-02-2021 00:00,18:45:00,28-02-2021 00:00,18:54:00,28-02-2021 00:00,20:12:00,17.908743,cash,173.4824,15,28-02-2021
7294,3405,198,177,iphone,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,09:32:00,11-02-2021 00:00,09:37:00,11-02-2021 00:00,10:27:00,22.8071,cash,280.84644,14,11-02-2021
7295,4570,267,12,clientlite,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,18:09:00,,,,,0,cash,288.23215,14,08-02-2021
7296,3519,,,android,FALSE,PRESCHEDULING,unfulfilled,25-02-2021 00:00,06:56:00,,,,,0,cash,0,,25-02-2021
7297,1409,453,339,iphone,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,07:43:00,23-02-2021 00:00,07:46:00,23-02-2021 00:00,08:35:00,18.269691,cash,1301.5751,15,23-02-2021
7298,2357,273,403,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,08:23:00,23-02-2021 00:00,08:26:00,23-02-2021 00:00,09:20:00,15.548274,cash,547.24225,15,23-02-2021
7299,3770,398,96,clientlite,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,07:55:00,,,,,0,cash,0,15,28-02-2021
7300,3816,,,iphone,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,09:05:00,,,,,0,cash,,,15-02-2021
7301,1891,305,365,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,09:09:00,,,,,0,cash,335.7093,15,15-02-2021
7302,2834,180,117,iphone,TRUE,MICROSCHEDULING,completed,18-02-2021 00:00,17:33:00,18-02-2021 00:00,18:06:00,18-02-2021 00:00,19:04:00,22.387154,MasterCard,256.09143,15,18-02-2021
7303,3910,445,398,android,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,08:37:00,24-02-2021 00:00,08:42:00,24-02-2021 00:00,09:11:00,12.382022,cash,0,15,24-02-2021
7304,5686,344,186,android,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,08:42:00,21-02-2021 00:00,09:20:00,21-02-2021 00:00,10:15:00,19.201979,cash,992.74036,15,21-02-2021
7305,2027,26,356,unknown,FALSE,PRESCHEDULING,driver_canceled,24-02-2021 00:00,16:03:00,,,,,0,derivative,0,14,24-02-2021
7306,289,27,289,clientlite,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,08:52:00,,,,,0,MasterCard,0,15,25-02-2021
7307,4494,111,400,iphone,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,18:58:00,18-02-2021 00:00,18:51:00,18-02-2021 00:00,20:01:00,16.820904,cash,149.36774,15,18-02-2021
7308,5092,206,187,iphone,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,16:58:00,04-02-2021 00:00,16:58:00,04-02-2021 00:00,18:14:00,37.56516,cash,194.4072,14,04-02-2021
7309,5660,446,10,android,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,17:14:00,24-02-2021 00:00,17:16:00,24-02-2021 00:00,19:02:00,41.997177,cash,0,15,24-02-2021
7310,5584,463,359,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,19:23:00,11-02-2021 00:00,19:29:00,11-02-2021 00:00,20:37:00,35.606586,cash,343.355,15,11-02-2021
7311,375,11,63,android,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,08:50:00,09-02-2021 00:00,08:57:00,09-02-2021 00:00,09:39:00,10.013346,cash,549.9305,14,09-02-2021
7312,2234,219,335,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,08:31:00,01-02-2021 00:00,08:35:00,01-02-2021 00:00,08:55:00,10.957386,cash,1443.0973,15,01-02-2021
7313,3878,243,181,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,18:12:00,23-02-2021 00:00,18:14:00,23-02-2021 00:00,19:17:00,29.588224,Visa,120.92543,15,23-02-2021
7314,548,288,336,iphone,TRUE,MICROSCHEDULING,completed,07-02-2021 00:00,08:54:00,07-02-2021 00:00,09:41:00,07-02-2021 00:00,10:15:00,10.95506,cash,206.3903,15,07-02-2021
7315,1795,20,521,iphone,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,07:44:00,23-02-2021 00:00,07:44:00,23-02-2021 00:00,08:40:00,27.188047,Visa,564.29926,15,23-02-2021
7316,5822,,,clientlite,FALSE,ON_DEMAND,rider_canceled,11-02-2021 00:00,08:40:00,,,,,0,cash,,,11-02-2021
7317,5350,350,257,android,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,07:40:00,25-02-2021 00:00,07:38:00,25-02-2021 00:00,09:10:00,37.925808,cash,85.662704,15,25-02-2021
7318,2303,386,462,android,FALSE,MICROSCHEDULING,completed,09-02-2021 00:00,17:10:00,09-02-2021 00:00,17:35:00,09-02-2021 00:00,18:42:00,18.450424,cash,641.3005,15,09-02-2021
7319,3866,276,359,clientlite,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,15:20:00,,,,,0,cash,79.83932,15,15-02-2021
7320,5682,335,27,clientlite,TRUE,MICROSCHEDULING,completed,23-02-2021 00:00,17:03:00,23-02-2021 00:00,17:40:00,23-02-2021 00:00,18:14:00,13.737805,cash,439.92642,15,23-02-2021
7321,43,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,21-02-2021 00:00,09:15:00,,,,,0,MasterCard,,,21-02-2021
7322,1294,,,android,FALSE,PRESCHEDULING,rider_canceled,11-02-2021 00:00,14:32:00,,,,,0,cash,,,11-02-2021
7323,1017,463,359,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,15:58:00,23-02-2021 00:00,16:03:00,23-02-2021 00:00,16:51:00,12.38118,cash,697.7241,15,23-02-2021
7324,230,367,387,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,07:10:00,03-02-2021 00:00,07:11:00,03-02-2021 00:00,08:24:00,30.429432,cash,550.6394,15,03-02-2021
7325,205,353,16,iphone,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,16:09:00,25-02-2021 00:00,16:30:00,25-02-2021 00:00,17:46:00,15.133711,cash,748.4501,15,25-02-2021
7326,3117,240,70,android,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,08:01:00,17-02-2021 00:00,08:03:00,17-02-2021 00:00,08:53:00,33.218464,cash,1525.9586,15,17-02-2021
7327,5426,50,20,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,06:55:00,04-02-2021 00:00,06:59:00,04-02-2021 00:00,07:54:00,24.383701,cash,102.40114,15,04-02-2021
7328,1900,147,372,iphone,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,07:54:00,22-02-2021 00:00,08:32:00,22-02-2021 00:00,09:19:00,12.657963,cash,0,15,22-02-2021
7329,3553,361,308,iphone,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,17:29:00,01-02-2021 00:00,17:48:00,01-02-2021 00:00,19:11:00,13.305715,MasterCard,5.7063646,15,01-02-2021
